Number,tweet_text,Tweets,Date,Sentiment,Score,Effective Sentiment Score,Score Cumulative
1806,  Pegasus Sports NFL Rotating Levitating Hover Football with Bluetooth Speaker LED Lighting  Pegasus Sports  Rotating Levitating Hover Football with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'football', 'bluetooth', 'speaker', 'led', 'lighting', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'football', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.878184319,0.378184319,10.90857019
1819,  Pegasus Sports NFL Rotating Levitating Hover Football with Bluetooth Speaker LED Lighting  Pegasus Sports  Rotating Levitating Hover Football with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'football', 'bluetooth', 'speaker', 'led', 'lighting', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'football', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.878184319,0.378184319,11.2867545
1930,  Pegasus Sports NFL Rotating Levitating Hover Football with Bluetooth Speaker LED Lighting  Pegasus Sports  Rotating Levitating Hover Football with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'football', 'bluetooth', 'speaker', 'led', 'lighting', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'football', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.878184319,0.378184319,11.66493882
73,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Dallas Cowboys  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'dallas', 'cowboys', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.864253342,0.364253342,12.02919217
244,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Dallas Cowboys  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'dallas', 'cowboys', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.864253342,0.364253342,12.39344551
82,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,12.78514232
141,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,13.17683913
418,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,13.56853594
710,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,13.96023275
1704,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,14.35192956
1733,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Los Angeles  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'los', 'angeles', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.891696811,0.391696811,14.74362637
441,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,15.09317793
990,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,15.44272949
1689,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,15.79228105
1714,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,16.14183261
1767,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,16.49138416
1803,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,16.84093572
1864,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,17.19048728
1880,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Pittsburgh Steelers  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'pittsburgh', 'steelers', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.849551558,0.349551558,17.54003884
90,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Seattle Seahawks  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'seattle', 'seahawks', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.875873625,0.375873625,17.91591246
411,  Pegasus Sports NFL Rotating Levitating Hover Helmet with LED Lighting Seattle Seahawks  Pegasus Sports  Rotating Levitating Hover Helmet with NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'rotating', 'levitating', 'hover', 'helmet', 'led', 'lighting', 'seattle', 'seahawks', 'pegasus', 'sports', 'rotating', 'levitating', 'hover', 'helmet', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.875873625,0.375873625,18.29178609
945,  Pegasus Sports NFL Side Arrow Poly Span 2 Pack Dcor Pillows  Pegasus Sports  Side Arrow Poly Span  NFL Football NFLfans Hurry up to get it for the best price,"['pegasus', 'sports', 'nfl', 'side', 'arrow', 'poly', 'span', '2', 'pack', 'dcor', 'pillows', 'pegasus', 'sports', 'side', 'arrow', 'poly', 'span', 'nfl', 'football', 'nflfans', 'hurry', 'get', 'best', 'price']",01-07-2021,positive,0.823832333,0.323832333,18.61561842
1162,  Pegasus surveillance is a crime against Indias citizens and our constitutional libertiesamp commitments The Modi government has either committed treason or has breached the privacy of its citizens  It can no longer hide behind National Security ,"['pegasus', 'surveillance', 'crime', 'indias', 'citizens', 'constitutional', 'libertiesamp', 'commitments', 'modi', 'government', 'either', 'committed', 'treason', 'breached', 'privacy', 'citizens', 'longer', 'hide', 'behind', 'national', 'security']",01-07-2021,negative,0.092739061,-0.407260939,18.20835748
125,  Same procedure asSame procedure as in GermanyPegasus PegasusspywarePegasusSpionagesoftware,"['procedure', 'assame', 'procedure', 'germanypegasus', 'pegasusspywarepegasusspionagesoftware']",01-07-2021,positive,0.676286697,0.176286697,18.38464418
58,  So can I take it that it is a legit Bot That  blocks every 10daysI think even Pegasus would have a problem with algorithms integrating tweets in 11 languagesand that before 1NovDoes Zuckerburg products provide every msg to be collated for a Cowntry,"['take', 'legit', 'bot', 'blocks', 'every', '10daysi', 'think', 'even', 'pegasus', 'would', 'problem', 'algorithms', 'integrating', 'tweets', '11', 'languagesand', '1novdoes', 'zuckerburg', 'products', 'provide', 'every', 'msg', 'collated', 'cowntry']",01-07-2021,positive,0.664221644,0.164221644,18.54886582
686,  This fascist bjpgovt has plotted espionage against their political opposition journalists activitists Govt institutions and dissenters who all are the citizen of this country only MoSha company should be charged under treason and seditionPegasus PegasusSnoopgate,"['fascist', 'bjpgovt', 'plotted', 'espionage', 'political', 'opposition', 'journalists', 'activitists', 'govt', 'institutions', 'dissenters', 'citizen', 'country', 'mosha', 'company', 'charged', 'treason', 'seditionpegasus', 'pegasussnoopgate']",01-07-2021,neutral,0.470907569,-0.029092431,18.51977339
1023,  Time to clarify Pegasus in a democratic countryIf government wishes to be trusted ,"['time', 'clarify', 'pegasus', 'democratic', 'countryif', 'government', 'wishes', 'trusted']",01-07-2021,neutral,0.552391946,0.052391946,18.57216534
900,  UPDATE YOUR APPLE DEVICES NOWWe caught a zeroclick zero day iMessage exploit used by NSO Groups Pegasus spywareTarget Saudi activist We reported the FORCEDENTRY  exploit to  which just pushed an emergency update,"['update', 'apple', 'devices', 'nowwe', 'caught', 'zeroclick', 'zero', 'day', 'imessage', 'exploit', 'used', 'nso', 'groups', 'pegasus', 'spywaretarget', 'saudi', 'activist', 'reported', 'forcedentry', 'exploit', 'pushed', 'emergency', 'update']",01-07-2021,positive,0.722508073,0.222508073,18.79467341
76,  Well done for saying this with a straight face Its clear the investment is part of a strategy to whitewash your image Real partners wouldnt kidnap women from streets of the UK and fly them to Dubai They wouldnt let their PM hack phones in the UK FreeShamsa Pegasus,"['well', 'done', 'saying', 'straight', 'face', 'clear', 'investment', 'part', 'strategy', 'whitewash', 'image', 'real', 'partners', 'wouldnt', 'kidnap', 'women', 'streets', 'uk', 'fly', 'dubai', 'wouldnt', 'let', 'pm', 'hack', 'phones', 'uk', 'freeshamsa', 'pegasus']",01-07-2021,positive,0.91220057,0.41220057,19.20687398
1328,  Why cant govt reveal details of Pegasus when this news has been in world media for months All terrorist organizations including Taliban know about PegasusMoreover we want details of spying done on activists political opponents amp public servantsPegasusSnoopgate,"['cant', 'govt', 'reveal', 'details', 'pegasus', 'news', 'world', 'media', 'months', 'terrorist', 'organizations', 'including', 'taliban', 'know', 'pegasusmoreover', 'want', 'details', 'spying', 'done', 'activists', 'political', 'opponents', 'amp', 'public', 'servantspegasussnoopgate']",01-07-2021,negative,0.119159497,-0.380840503,18.82603348
